gene	sub_category	Category
epsJ	Exopolysaccharide_production
epsL	Exopolysaccharide_production
epsP	Exopolysaccharide_production
atpI 	ATP_synthase_gene F1-F0_ATP_synthase_gene
atpB 	ATP_synthase_gene F1-F0_ATP_synthase_gene
atpE 	ATP_synthase_gene F1-F0_ATP_synthase_gene
atpF 	ATP_synthase_gene F1-F0_ATP_synthase_gene
atpH 	ATP_synthase_gene F1-F0_ATP_synthase_gene
atpA 	ATP_synthase_gene F1-F0_ATP_synthase_gene
atpG 	ATP_synthase_gene F1-F0_ATP_synthase_gene
atpD 	ATP_synthase_gene F1-F0_ATP_synthase_gene
atpC 	ATP_synthase_gene F1-F0_ATP_synthase_gene
mreB	cell_shape
ccmA	cell_shape
crvA	cell_shape
csd1	cell_shape
csd2	cell_shape
rodA	cell_shape
parM	cell_shape
creS	cell_shape
traL	conjugation
traA	conjugation
traB	conjugation
traC	conjugation
traD	conjugation
traE	conjugation
traF	conjugation
traG	conjugation
traH	conjugation
traI	conjugation
traK	conjugation
traL	conjugation
traM	conjugation
traN	conjugation
traP	conjugation
traQ	conjugation
traS	conjugation
traT	conjugation
traU	conjugation
traV	conjugation
traW	conjugation
COG0187	DNA_replication_and_repair
COG0188	DNA_replication_and_repair
COG0353	DNA_replication_and_repair
COG0467	DNA_replication_and_repair
COG0468	DNA_replication_and_repair
COG0497	DNA_replication_and_repair
COG0514	DNA_replication_and_repair
COG1199	DNA_replication_and_repair
COG0042	translation_and_transcription_factors
COG1179	translation_and_transcription_factors
COG0050	translation_and_transcription_factors
COG0480	translation_and_transcription_factors
COG0532	translation_and_transcription_factors
COG0290	translation_and_transcription_factors
COG0195	translation_and_transcription_factors
COG0781	translation_and_transcription_factors
COG0513	translation_and_transcription_factors
COG1061	translation_and_transcription_factors
COG0553	translation_and_transcription_factors
COG4581	translation_and_transcription_factors
adhP	Metabolism
amyA	Metabolism
dkgV	Metabolism
fbaB	Metabolism
gabD	Metabolism
hdhA	Metabolism
hycF	Metabolism
IdcC	Metabolism
narU	Metabolism
narY	Metabolism
poxB	Metabolism
qor	Metabolism
talA	Metabolism
tam	Metabolism
tktB	Metabolism
ugp	Metabolism
ybaS	Metabolism
ybaY	Metabolism
ycaC	Metabolism
yfcF	Metabolism
ygjG	Metabolism
yhfW	Metabolism
yjcS	Metabolism
yjgB	Metabolism
yncG	Metabolism
ysgA	Metabolism
artM	Transport_and_membrane
artP	Transport_and_membrane
blc	Transport_and_membrane
eutH	Transport_and_membrane
gabP	Transport_and_membrane
mscL	Transport_and_membrane
potF	Transport_and_membrane
rssA	Transport_and_membrane
ugpB	Transport_and_membrane
ugpC	Transport_and_membrane
ybiO	Transport_and_membrane
ybiP	Transport_and_membrane
ydcS	Transport_and_membrane
ydhJ	Transport_and_membrane
yeaY	Transport_and_membrane
yebS	Transport_and_membrane
yhhT	Transport_and_membrane
yhiD	Transport_and_membrane
yphA	Transport_and_membrane
yqaE	Transport_and_membrane
aidB	Adaptation_to_stress
bfr	Adaptation_to_stress
dps	Adaptation_to_stress
gadA	Adaptation_to_stress
gadB	Adaptation_to_stress
katE	Adaptation_to_stress
osmB	Adaptation_to_stress
osmC	Adaptation_to_stress
osmY	Adaptation_to_stress
otsA	Adaptation_to_stress
otsB	Adaptation_to_stress
psiF	Adaptation_to_stress
treA	Adaptation_to_stress
treF	Adaptation_to_stress
uspB	Adaptation_to_stress
gadC	Adaptation_to_stress
cbpA	Protein_processing
hchA	Protein_processing
hycI	Protein_processing
rpsV	Protein_processing
ycfF	Protein_processing
ylgH	Protein_processing
yhbO	Protein_processing
csiD	Sigma_undefined
elaB	Sigma_undefined
erfK	Sigma_undefined
fic	Sigma_undefined
msyB	Sigma_undefined
phnB	Sigma_undefined
yaiA	Sigma_undefined
yajO	Sigma_undefined
ybdK	Sigma_undefined
ybeL	Sigma_undefined
ybgA	Sigma_undefined
ybgS	Sigma_undefined
ybhE	Sigma_undefined
yhjP	Sigma_undefined
yccJ	Sigma_undefined
yceK	Sigma_undefined
ycgB	Sigma_undefined
ycgZ	Sigma_undefined
yciF	Sigma_undefined
yciG	Sigma_undefined
ydaM	Sigma_undefined
ydfN	Sigma_undefined
ydgA	Sigma_undefined
yeaG	Sigma_undefined
yeaH	Sigma_undefined
yebF	Sigma_undefined
yeeP	Sigma_undefined
yegP	Sigma_undefined
yegS	Sigma_undefined
yfiL	Sigma_undefined
ygaF	Sigma_undefined
ygaM	Sigma_undefined
ygaU	Sigma_undefined
ygbA	Sigma_undefined
ygfS	Sigma_undefined
yggE	Sigma_undefined
yghA	Sigma_undefined
ygiW	Sigma_undefined
yhfG	Sigma_undefined
yhhA	Sigma_undefined
yhjG	Sigma_undefined
yjbJ	Sigma_undefined
yjdI	Sigma_undefined
yjdJ	Sigma_undefined
yjeB	Sigma_undefined
yjgG	Sigma_undefined
yjgR	Sigma_undefined
yjhT	Sigma_undefined
ymgA	Sigma_undefined
yncB	Sigma_undefined
ynhG	Sigma_undefined
ynjF	Sigma_undefined
yodC	Sigma_undefined
yodD	Sigma_undefined
yohF	Sigma_undefined
ygjC	Sigma_undefined
ygjD	Sigma_undefined
ygjE	Sigma_undefined
ygjG	Sigma_undefined
ygjK	Sigma_undefined
